region,provincia,comuna,candidato,pacto,partido,subpacto,nivel
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,CARLOS HORACIO VIO VICUÑA,SUMEMOS,AMPLITUD,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,JAIME ROBERTO ESPINOZA TOBAR,SUMEMOS,AMPLITUD,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,PASTORA ANTONIETA VALDERRAMA VASQUEZ,SUMEMOS,AMPLITUD,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,LUCAS BLASET PEREZ,SUMEMOS,AMPLITUD,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,RODRIGO CUEVAS BENITEZ,SUMEMOS,AMPLITUD,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,CRESCENCIO  LOPEZ PEREZ,SUMEMOS,AMPLITUD,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,KAREN  PICHUNANTE CANSECO,SUMEMOS,AMPLITUD,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,JORGE ESTAY OLGUIN,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,JORGE RENAULT MANRIQUEZ,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,LUIS  QUIJADA LLANCAS,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,CLARISA  RIOS INOSTROZA,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,JEAN PIERRE GUTIERREZ ECHEVERRIA,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,MARCIA TAPIA NAVIA,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,ANA ARAYA ROMERO,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,BARBARA  GONZALEZ CID,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,JUAN ENRIQUE SOTO ROJAS,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,RODRIGO GONZALEZ TORRES,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,KATHERINE  ARAYA MATUS,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,MARIO  SOTO BENAVIDES,LA FUERZA DE LA MAYORIA,INDEPENDIENTE POR LA DEMOCRACIA,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,JORGE  COULON LARRAÑAGA,LA FUERZA DE LA MAYORIA,COMUNISTA DE CHILE,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,EDSON  CHAVEZ SEVERINO,LA FUERZA DE LA MAYORIA,COMUNISTA DE CHILE,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,RICARDO BRAVO OLIVA,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,MARCELO  DIAZ DIAZ,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,GIGLIOLA ELINA CENTONZIO ROSSEL,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,IRMA DEL CARMEN TRONCOSO SAAVEDRA,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,VICTOR MARCELO TORRES JELDES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,MARIELLA VALDES AVILA,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,MARIEL FERNANDA TRIGO VALLEJOS,CONVERGENCIA DEMOCRATICA,INDEPENDIENTE DEMOCRATA CRISTIANO,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,JENNIFER VIOLETA LEIVA LABARCA,CONVERGENCIA DEMOCRATICA,INDEPENDIENTE DEMOCRATA CRISTIANO,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,MAURICIO EDUARDO LILLO CAVAGNARO,CONVERGENCIA DEMOCRATICA,INDEPENDIENTE DEMOCRATA CRISTIANO,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,RENE LUES ESCOBAR,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,ANDRES CELIS MONTT,CHILE VAMOS,RENOVACION NACIONAL,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,JOSE  EGIDO ARRIOLA,CHILE VAMOS,RENOVACION NACIONAL,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,TRINIDAD MORAN HERRERA,CHILE VAMOS,RENOVACION NACIONAL,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,ROSARIO PEREZ IZQUIERDO,CHILE VAMOS,RENOVACION NACIONAL,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,MARIA JOSE HOFFMANN OPAZO,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,OSVALDO  URRUTIA SOTO,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,JORGE  CASTRO MUÑOZ,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,ANNETTE  RAPU ZAMORA,CHILE VAMOS,INDEPENDIENTE UNION DEMOCRATA INDEPENDIENTE,NA,parlamentario
VALPARAISO,ISLA DE PASCUA,ISLA DE PASCUA,PILAR SOBERADO NUÑEZ,CHILE VAMOS,INDEPENDIENTE EVOLUCION POLITICA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,GABRIEL ARANGUIZ BALLESTEROS,POR TODO CHILE,PROGRESISTA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,JULIO OMAR LOBOS LOBOS,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,NIBALDO GABRIEL PINTO SILVA,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,OSCAR ANDRES ARANCIBIA ARANCIBIA,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,MARGGORIE ZUMARAN OYANEDEL,POR TODO CHILE,PROGRESISTA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,MARIANELLA BENAVIDES CARDENAS,FRENTE AMPLIO,HUMANISTA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,DIEGO IBAÑEZ COTRONEO,FRENTE AMPLIO,HUMANISTA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,JOEL ANDRES GONZALEZ VEGA,FRENTE AMPLIO,INDEPENDIENTE HUMANISTA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,JAVIERA TOLEDO MUÑOZ,FRENTE AMPLIO,PODER,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,ALEJANDRO GERMAN VERGARA ARIAS,FRENTE AMPLIO,PODER,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,LIZET DE LOS ANGELES BRIONES PEREZ,FRENTE AMPLIO,INDEPENDIENTE PODER,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,LUIS SOTO PEREZ,FRENTE AMPLIO,IGUALDAD,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,CLAUDIA ARCOS DUARTE,FRENTE AMPLIO,IGUALDAD,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,FIDEL RODRIGO CUETO ROSALES,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,ELIZABETH  ARMSTRONG GONZALEZ,SUMEMOS,AMPLITUD,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,RODRIGO  SILVA ALFARO,SUMEMOS,AMPLITUD,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,DONNA  HERRERA BARRERA,SUMEMOS,AMPLITUD,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,ASHLY  VENEGAS CLOBARES,SUMEMOS,AMPLITUD,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,JEANNE KATHERINE CROOCKER VILLA,SUMEMOS,AMPLITUD,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,IGOR  CONTRERAS JERIA,SUMEMOS,AMPLITUD,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,MANUEL ANTONIO CARDENAS CANCINO,SUMEMOS,AMPLITUD,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,FRANCISCA  CHAHUAN GAJARDO,SUMEMOS,INDEPENDIENTE AMPLITUD,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,MAURICIO  RIFFO MENDEZ,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,CARLOS LEMUS CID,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,PABLO RECABAL MATURANA,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,EDITH ESTAY OLGUIN,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,SONIA CUBILLOS ESPINOZA,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,CHRISTIAN URIZAR MUÑOZ,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,MARCELO SCHILLING RODRIGUEZ,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,CYNTHIA LORENA  BURGOS SANCHEZ,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,MARIO FRANCISCO PEREZ NAVARRO,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,PEDRO  AVILA SILVA,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,CAROLINA MARZAN PINTO,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,XIMENA MARIA RIVILLO OROSTICA,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,CAMILO SANCHEZ PIZARRO,LA FUERZA DE LA MAYORIA,COMUNISTA DE CHILE,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,MANUEL RIESCO LARRAIN,LA FUERZA DE LA MAYORIA,COMUNISTA DE CHILE,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,DANIEL ANGEL VERDESSI BELEMMI,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,WALESKA JACQUELINE CASTILLO LOPEZ,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,ULISES  TOBAR CASSI,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,MARIO LUIS FUENTES ROMERO,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,PATRICIO ANTONIO BARROS VIGUERA,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,JAVIER MALDONADO CORREA,CHILE VAMOS,EVOLUCION POLITICA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,PABLO KAST SOMMERHOFF,CHILE VAMOS,INDEPENDIENTE EVOLUCION POLITICA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,MARCELA GUTIERREZ GARCES,CHILE VAMOS,INDEPENDIENTE EVOLUCION POLITICA,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,CAMILA FLORES OPORTO,CHILE VAMOS,RENOVACION NACIONAL,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,ANDRES LONGTON HERRERA,CHILE VAMOS,RENOVACION NACIONAL,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,LUIS PARDO SAINZ,CHILE VAMOS,RENOVACION NACIONAL,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,GIOVANNI CALDERON BASSI,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,ERIKA MUÑOZ BRAVO,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,NA,parlamentario
VALPARAISO,LOS ANDES,CALLE LARGA,GUSTAVO ALESSANDRI BALMACEDA,CHILE VAMOS,INDEPENDIENTE UNION DEMOCRATA INDEPENDIENTE,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,FILOMENA  CARMEN URBINA CAMPOS,POR TODO CHILE,PROGRESISTA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,BENJAMIN NELSON ARANEDA GONZALEZ,POR TODO CHILE,PROGRESISTA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,VICTOR HUGO CAMILLA REYES,POR TODO CHILE,PROGRESISTA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,ANDRES ESTEBAN MORENO BILBAO,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,CRISTIAN ALFREDO ROJAS DONOSO,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,CRISTIAN ALEJANDRO PALMA SANHUEZA,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,KARIN RODRIGO BELMAR GUZMAN,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,MARIA MARGARITA CRESPO URETA,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,JOAQUIN ARDUENGO NAREDO,FRENTE AMPLIO,HUMANISTA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,GRACIELA FILOMENA ISLA PEREZ,FRENTE AMPLIO,INDEPENDIENTE HUMANISTA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,ANDRES ALFONSO GUILLERMO LEAL ALVARADO,FRENTE AMPLIO,HUMANISTA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,ALFREDO VALENZUELA BRICEÑO,COALICIÓN REGIONALISTA VERDE,FEDERACION REGIONALISTA VERDE SOCIAL,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,CATHERINE FIELDHOUSE ALARCON,COALICIÓN REGIONALISTA VERDE,INDEPENDIENTE FEDERACION REGIONALISTA VERDE SOCIAL,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,CAROL HOLE BELL,COALICIÓN REGIONALISTA VERDE,INDEPENDIENTE FEDERACION REGIONALISTA VERDE SOCIAL,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,CARLOS ENRIQUE ORTEGA AEDO,COALICIÓN REGIONALISTA VERDE,INDEPENDIENTE FEDERACION REGIONALISTA VERDE SOCIAL,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,GUIDO MIRANDA ROJAS,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,EMMANUEL LARA ACEVEDO,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,PABLO CAROCA VASQUEZ,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,MARIANA CONCHA MUÑOZ,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,LESLIE DIAZ SILVA,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,FELIPE LETELIER NORAMBUENA,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,EDUARDO JAVIER VERGARA BOLBARAN,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,JUAN LUIS CASTRO GONZALEZ,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,OSCAR  AVILA MENDEZ,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,RODOLFO ARTURO NUÑEZ BUSTAMANTE,LA FUERZA DE LA MAYORIA,COMUNISTA DE CHILE,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,FRANCISCO ALEJANDRO PARRAGUEZ LEIVA,CONVERGENCIA DEMOCRATICA,IZQUIERDA CIUDADANA DE CHILE,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,JUAN CARLOS OLMOS CASTRO,CONVERGENCIA DEMOCRATICA,INDEPENDIENTE IZQUIERDA CIUDADANA DE CHILE,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,ALEJANDRO ANSELMO SULE FERNANDEZ,CONVERGENCIA DEMOCRATICA,INDEPENDIENTE IZQUIERDA CIUDADANA DE CHILE,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,ANDRES LORCA SAAVEDRA,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,JORGE  FREI TOLEDO,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,RAUL  SOTO MARDONES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,JAVIER MACAYA DANUS,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,PAULINA ORELLANA AUIL,CHILE VAMOS,INDEPENDIENTE UNION DEMOCRATA INDEPENDIENTE,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,ISSA  KORT GARRIGA,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,IVONNE MANGELSDORFF GALEB,CHILE VAMOS,RENOVACION NACIONAL,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,PAMELA MEDINA SCHULZ,CHILE VAMOS,INDEPENDIENTE RENOVACION NACIONAL,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,CODEGUA,DIEGO SCHALPER SEPULVEDA,CHILE VAMOS,INDEPENDIENTE RENOVACION NACIONAL,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,NILZA MARCELA ROJAS ESCHMANN,POR TODO CHILE,PROGRESISTA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,JOSE GREGORIO ARGOMEDO SERRE,POR TODO CHILE,PROGRESISTA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,RUBEN EDUARDO ANDINO MALDONADO,FRENTE AMPLIO,HUMANISTA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,ADRIANA ROMAN TAPIA,FRENTE AMPLIO,INDEPENDIENTE HUMANISTA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,RICARDO LISBOA HENRIQUEZ,FRENTE AMPLIO,HUMANISTA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,CLAUDIO CANEPA BLUMENBERG,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,MARIA TERESA HUALA MOLINA,FRENTE AMPLIO,INDEPENDIENTE REVOLUCION DEMOCRATICA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,ALEJANDRA  SEPULVEDA ORBENES,COALICIÓN REGIONALISTA VERDE,FEDERACION REGIONALISTA VERDE SOCIAL,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,LISETTE HEDWIG BOSSHARD PEÑA,COALICIÓN REGIONALISTA VERDE,FEDERACION REGIONALISTA VERDE SOCIAL,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,VICTOR  BUSTAMANTE GALAZ,COALICIÓN REGIONALISTA VERDE,FEDERACION REGIONALISTA VERDE SOCIAL,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,ALEXANDRA  DIAZ MUÑOZ,COALICIÓN REGIONALISTA VERDE,INDEPENDIENTE FEDERACION REGIONALISTA VERDE SOCIAL,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,KATHERINE ROJAS PEÑAILILLO,UNION PATRIOTICA,UNION PATRIOTICA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,COSME  MELLADO PINO,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,CAMILO ARTURO GARCIA DE LA BARRA,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,MORIN  CONTRERAS CONCHA,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,SERGIO ARIEL SALAZAR MEZA,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,CAROLINA ELSA ICELA CUCUMIDES CALDERON,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,JUAN CARLOS LATORRE CARMONA,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,MACARENA ZAPATA MARMOLEJO,CONVERGENCIA DEMOCRATICA,INDEPENDIENTE DEMOCRATA CRISTIANO,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,PATRICIA ANDREA IBACETA SANTOS,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,SEBASTIAN LLANTEN MORALES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,CHRISTIAN ANDRES GONZALEZ GONZALEZ,CONVERGENCIA DEMOCRATICA,INDEPENDIENTE IZQUIERDA CIUDADANA DE CHILE,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,JULIO  IBARRA MALDONADO,CHILE VAMOS,RENOVACION NACIONAL,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,MAURICIO BOZA GONZALEZ,CHILE VAMOS,RENOVACION NACIONAL,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,RAMON  BARROS MONTERO,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,VIRGINIA  TRONCOSO HELLMAN,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,NA,parlamentario
LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,LAS CABRAS,VANESSA  CABELLO PARADA,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,NA,parlamentario
